video,numFrame,seconds,fps,rfps,subset,featureFrame
v_0A-p1Q0rseE,3070,102.52,29.9,29.80882,training,3056
v_ZdwkA72VMKE,463,16.11,28.7,27.80881,training,448
v_1qi8ZXUH_wY,2471,82.57,29.9,29.74446,training,2456
v_YAWoigyJ9sA,267,9.03,29.6,28.34994,training,256
v_dcclQadR-L0,1154,46.39,24.9,24.66049,training,1144
v_4q7LmVSgIPk,6095,203.31,30.0,29.90507,training,6080
v_TssNxg5XJ-o,2798,93.46,29.9,29.78814,training,2784
v_gh5di42-RJo,3734,62.32,59.9,59.69191,training,3720
v_fsSCNCY0iQY,1585,63.51,25.0,24.81499,training,1576
v_2WzsyEvhPPI,6681,223.05,30.0,29.91258,training,6672
v_yRup8RDsCzk,4484,179.49,25.0,24.91504,training,4472
v_h-_dzZ3cCfc,4088,170.64,24.0,23.86310,training,4072
v_8381XS5ZDNs,1717,68.82,24.9,24.76024,training,1704
v_mzxz0EQy1pY,5871,234.94,25.0,24.92551,training,5856
v_v7o9uSu9AVI,6073,202.78,29.9,29.90433,training,6064
v_5Qav3tLfiZA,197,6.69,29.4,27.50374,training,184
v__nup1BwPnXc,3196,106.69,30.0,29.84347,training,3184
v_64oq7grVNVs,2853,95.32,29.9,29.79438,training,2840
v_rhfoyYzp93Q,2009,67.06,30.0,29.82404,training,2000
v_bzZMUbtgZho,5481,182.97,30.0,29.90654,training,5472
v_YuCMWTdK_DY,899,30.19,29.8,29.41371,training,888
v_EML3BvJxknA,3485,116.45,29.9,29.81537,training,3472
v_SIX51vtOOek,2719,91.09,29.8,29.68493,training,2704
v_yCAsVc5Tb_0,4884,163.05,30.0,29.88040,training,4872
v_QdmUojrWdmE,5714,228.65,25.0,24.94642,training,5704
v_sgwg1C3i-Vw,2955,118.33,25.0,24.87957,training,2944
v_AdXXy6WTVi0,6883,114.92,59.9,59.79812,training,6872
v_QePg4GKh3rw,1638,65.90,24.9,24.64340,training,1624
v_AV8q7nnOtq4,2079,83.29,25.0,24.78089,training,2064
v_c6ie4KwFnAs,5390,215.69,25.0,24.92466,training,5376
v_Zzcj8Eea3Mc,2523,84.29,29.9,29.80187,training,2512
v__ENXbB6aaa4,4082,136.37,29.9,29.85994,training,4072
v_PDEUAMa8aOU,3131,125.41,25.0,24.87840,training,3120
v_hpU50i4WBK8,6919,231.09,29.9,29.87581,training,6904
v_oNN6NE8fq0U,4899,196.09,25.0,24.92733,training,4888
v_GBTpVjwLxe0,693,23.22,29.8,29.28510,training,680
v_Mvw0hvMeM-w,5401,216.13,25.0,24.94795,training,5392
v_Pyf_5Bffu5A,4956,198.37,25.0,24.92312,training,4944
v_uqzy1FAUpPM,1412,56.61,24.9,24.73061,training,1400
v_TiiSh9R89vM,6288,209.79,30.0,29.89656,training,6272
v_88qqQjRPFUQ,1851,30.95,59.8,59.45073,training,1840
v_arfBwR8qgPw,158,5.46,28.9,26.37363,training,144
v_L6Uf3epn3zA,5618,187.57,30.0,29.89817,training,5608
v_0xtS7g7vZLU,4352,145.19,30.0,29.86432,training,4336
v_nuEK3POl9jA,1194,40.01,29.8,29.59260,training,1184
v_66BGqvwHbUw,723,30.26,23.9,23.52941,training,712
v_jaaWdcA_COY,4050,169.02,24.0,23.90250,training,4040
v_5JkN8t5k0jU,1245,41.75,29.8,29.50898,training,1232
v_TlDkQ8SNG64,771,25.84,29.8,29.41176,training,760
v_exPOJAoyG7Q,2654,88.59,30.0,29.80020,training,2640
v_iEGYd3DJ3Wo,522,17.51,29.8,29.24043,training,512
v_faF9-lWmK3Y,2145,71.59,30.0,29.83657,training,2136
v_RNqJj9tt3F0,6433,214.76,30.0,29.91246,training,6424
v_PVAHm5MjHdw,5183,172.87,30.0,29.89530,training,5168
v_FGtoyNOi6gg,3149,105.16,29.9,29.82122,training,3136
v_cRpzDPS6zeY,2479,165.47,15.0,14.89092,training,2464
v_LXHc1X1pKEM,6035,201.36,30.0,29.91657,training,6024
v_VOGF4tBFEuw,899,30.05,29.9,29.55075,training,888
v_KOFXi1RYx_g,1974,79.16,24.9,24.75998,training,1960
v_JI5_cMwgnxI,3609,144.45,25.0,24.92212,training,3600
v_F_DHgp5hERs,3329,133.31,25.0,24.90436,training,3320
v_uA3dbKjT9rM,4162,166.63,25.0,24.91748,training,4152
v_FCzT4Knfhqs,2138,142.66,15.0,14.91658,training,2128
v_WmPkqkqAxyc,1178,39.36,29.9,29.67480,training,1168
v_tl3wQEusmj8,3210,107.21,29.9,29.84796,training,3200
v_VeU_EBE-YPE,4324,144.41,29.9,29.85943,training,4312
v_kdQfR6oqJ_M,1999,80.06,25.0,24.78141,training,1984
v_7Ozl-ud1zTo,4647,155.17,29.9,29.85113,training,4632
v_nSR-JSqGoWQ,4290,143.08,30.0,29.91334,training,4280
v_ZlHaPkhGr_g,5774,231.09,25.0,24.92535,training,5760
v_Cdmd9VB8tJI,1414,59.10,23.9,23.68866,training,1400
v_YmhbwAv0Xbc,3763,125.55,30.0,29.88451,training,3752
v_YIYZHQUOtnA,2952,123.09,24.0,23.85247,training,2936
v_q2TF-3bWZuU,3354,134.26,25.0,24.90690,training,3344
v_3cmHM1Yu92s,2258,75.44,29.9,29.79852,training,2248
v_O9crPOB_9tE,6820,227.65,30.0,29.90556,training,6808
v_ucR3VztMyeE,915,30.58,29.9,29.56181,training,904
v_z6GHmDSskgY,4740,189.73,25.0,24.91962,training,4728
v_rScqKu8Mwhk,1379,55.26,25.0,24.75570,training,1368
v_b1RAYvxWawA,5451,181.86,30.0,29.91312,training,5440
v_eQnwUWfah9w,4203,168.25,25.0,24.91530,training,4192
v_lM3uGxHWZBA,3590,144.20,24.9,24.79889,training,3576
v_KEU4Sj6x1p4,5489,183.30,29.9,29.89634,training,5480
v_6d9z33GFEGo,4970,165.79,30.0,29.91737,training,4960
v_O0nOzufJ_OM,5427,181.21,29.9,29.88798,training,5416
v_NOXPH0_y4Ww,6260,208.75,30.0,29.93054,training,6248
v_RoAtTRjWKEg,206,6.97,29.6,27.54663,training,192
v_KpOSIph2hHw,1876,62.69,29.9,29.73361,training,1864
v_wohWWAB47KM,6656,222.22,30.0,29.88030,training,6640
v_USaP2UCPBEc,4369,146.17,29.9,29.82828,training,4360
v_8w9pf_Ecm_U,2999,100.08,30.0,29.81615,training,2984
v_G72bQBMZmzs,5918,197.63,29.9,29.87401,training,5904
v_PLvg8riZZVw,4767,159.03,30.0,29.88115,training,4752
v_NwfS7eZiMLg,4035,134.72,30.0,29.86936,training,4024
v_Hcoc9euI0tk,4146,69.24,59.9,59.73426,training,4136
v_oT42qP2zIXo,4652,155.16,30.0,29.90461,training,4640
v_SXRSA62VbZg,5921,197.70,29.9,29.90389,training,5912
v_KoP6ZgL6fMY,5171,172.64,30.0,29.88879,training,5160
v_wsmMniNThlI,4220,140.90,30.0,29.86515,training,4208
v_JyjONoyBr4Q,5162,172.34,30.0,29.89439,training,5152
v_dEUFGAwRhEM,6395,213.25,30.0,29.93669,training,6384
v_dSOVaLk3ZmU,248,8.36,29.7,27.75120,training,232
v_LChqFAESyCg,4218,140.74,30.0,29.89910,training,4208
v_ZT63nK4lexg,2787,93.18,29.9,29.79180,training,2776
v_JKFxKhCQPUs,1372,45.91,29.9,29.62318,training,1360
v_I7Sole68Gag,2889,96.43,30.0,29.86622,training,2880
v_JLipYEVwKTg,852,28.54,29.9,29.43238,training,840
v_4mfnfTpcfck,2014,112.01,18.0,17.85555,training,2000
v_v0mUPr68x2U,6119,204.15,30.0,29.89958,training,6104
v_Gl8HTsP7Jfk,4496,150.09,30.0,29.84876,training,4480
v_owLQzBg4olo,907,30.33,29.9,29.54171,training,896
v_Cx6oTdEq40w,1303,87.05,15.0,14.79609,training,1288
v_9GP266ETAuE,3631,145.33,25.0,24.88130,training,3616
v_LSCQ1yqocHg,588,24.59,23.9,23.42416,training,576
v_w8rTULZCkzk,5548,185.20,30.0,29.89201,training,5536
v_BD_ON66t6rM,555,48.74,11.4,11.16126,training,544
v_xH7qxBIz-tU,4764,190.66,25.0,24.92395,training,4752
v_MOOeHWuuxlo,1488,49.74,29.9,29.59389,training,1472
v_XHQLkc06XIc,5679,189.43,30.0,29.90023,training,5664
v_PgS2F7NxNBg,4377,175.17,25.0,24.93578,training,4368
v_1_YFTTzzLrI,864,28.91,29.9,29.33241,training,848
v_kzeKQBi6Rhg,5591,187.08,29.9,29.80543,training,5576
v_LTmYxVYBa90,849,35.55,23.9,23.62869,training,840
v_6LOfAoP4Mg8,2658,106.51,25.0,24.86152,training,2648
v_e0E2EVuhYu0,5061,168.81,30.0,29.90344,training,5048
v_pULb9WvZwU4,3540,118.21,29.9,29.84519,training,3528
v_YJTz7mpI-mY,1421,47.51,29.9,29.63587,training,1408
v_mz2-lgoNz1M,4301,143.64,29.9,29.85241,training,4288
v_ZGSi-QAkf5A,2955,123.35,24.0,23.86704,training,2944
v_We0DJIKCBOw,744,24.96,29.8,29.16667,training,728
v_6aHGUTy1iho,2452,81.94,29.9,29.77789,training,2440
v_vNzTWjEFr-Y,2080,69.52,29.9,29.68930,training,2064
v_1oaJBEdY6ao,1176,39.29,29.9,29.52405,training,1160
v_nt9tMdFVQ1c,445,14.93,29.8,28.93503,training,432
v_my4UPLGI6w4,2291,76.53,29.9,29.79224,training,2280
v_vbLxVuLLPek,1801,60.19,29.9,29.77239,training,1792
v_zEdAxKm9SLA,3670,122.56,29.9,29.83029,training,3656
v_-SYV9IB-36s,5280,220.17,24.0,23.90880,training,5264
v_VuEy38XdUgA,2971,99.13,30.0,29.85978,training,2960
v_3ZUy7h-dN38,5719,190.92,30.0,29.87639,training,5704
v_nh1GBPeyyMo,4096,136.84,29.9,29.81584,training,4080
v_xfVx1-emCV8,2711,90.56,29.9,29.77032,training,2696
v_xE5KichXWrA,3318,110.81,29.9,29.81680,training,3304
v_5yGj9JooT_Q,1257,52.52,23.9,23.76238,training,1248
v_K4cNyYu2LLg,5717,190.85,30.0,29.88735,training,5704
v_SBJWn8AjK-4,1806,60.30,30.0,29.71808,training,1792
v_eAFFf5cSX5c,2568,85.71,30.0,29.77482,training,2552
v_ZpwXqrCxcGg,1506,50.67,29.7,29.52437,training,1496
v_R2izNBHhctM,2133,71.22,29.9,29.76692,training,2120
v_P1Ve5WrfTb8,2362,78.95,29.9,29.79101,training,2352
v__i_ERtwvcJE,946,31.72,29.8,29.50820,training,936
v_QJm_B5Hx4DI,6022,200.83,30.0,29.91585,training,6008
v_RmuhtC-TCck,5281,176.33,29.9,29.89849,training,5272
v_xr0tV2KNqgI,2945,98.29,30.0,29.87079,training,2936
v_8ErMpNsK3_c,986,33.00,29.9,29.57576,training,976
v_b39hqdpOn7k,2530,84.52,29.9,29.81543,training,2520
v_xootaiXcXZw,5149,171.90,30.0,29.87784,training,5136
v_SY5WpDrtmEE,5592,186.85,29.9,29.84212,training,5576
v_LHe5cTzHB3o,1865,62.30,29.9,29.79133,training,1856
v_pf9u7M6vafU,582,19.53,29.8,29.08346,training,568
v__B2kFN9MfwU,4224,141.16,29.9,29.81014,training,4208
v_V4tqzi5uw9Y,257,17.25,14.9,14.37681,training,248
v_61W153jXL3U,6249,208.63,30.0,29.90941,training,6240
v_t8_XO-nWaYg,2239,74.93,29.9,29.68104,training,2224
v_1MQkI4UafqE,2387,79.74,29.9,29.79684,training,2376
v_Kq115s7yL3I,4250,141.90,30.0,29.88020,training,4240
v_klqHoK_8ar8,3749,125.18,29.9,29.84502,training,3736
v_7xLL5okHSIU,3818,127.48,29.9,29.87135,training,3808
v_zlXs92vjuSU,6585,219.85,30.0,29.91130,training,6576
v_2eep4G5Tgho,1596,26.84,59.5,59.01639,training,1584
v_qyssgQ2xq2M,4886,195.54,25.0,24.91562,training,4872
v_28P5f3p_32g,4182,139.53,30.0,29.87171,training,4168
v_DIF8qouivIU,5565,222.70,25.0,24.93040,training,5552
v_nhW0O7NC0GM,2071,69.24,29.9,29.69382,training,2056
v_FRjVP5r9rqc,2015,80.74,25.0,24.77087,training,2000
v_QLACTCzs0R0,1413,47.18,29.9,29.67359,training,1400
v_kJrHvEECvEA,1762,70.61,25.0,24.81235,training,1752
v_7lNAmkaMyyg,325,13.65,23.8,22.85714,training,312
v_1p_HYu0EZAk,1361,45.54,29.9,29.68819,training,1352
v_P0N68OQDhNs,6840,228.37,30.0,29.88133,training,6824
v_QZi1yBFRZzc,3050,122.14,25.0,24.88947,training,3040
v_VNROQWtYhlw,5305,212.35,25.0,24.93996,training,5296
v_pAAGm-KEFW0,5139,229.07,22.4,22.38617,training,5128
v_en6lOb4wRUU,3612,181.16,19.9,19.87194,training,3600
v_iBpyYbLv1WU,2822,95.09,29.7,29.52992,training,2808
v_0-ReTddxkhg,747,74.95,10.0,9.81988,training,736
v__I8sqYLhRKM,961,48.20,19.9,19.75104,training,952
v_mfK2jcMGe1Y,1243,95.92,13.0,12.84404,training,1232
v_BgsxbT9RCeg,5859,195.58,30.0,29.90081,training,5848
v_3I6LMFdA2lc,2587,86.40,29.9,29.81481,training,2576
v_40Sf-iICgzw,1115,37.27,29.9,29.62168,training,1104
v_7rf06_5zNJk,5696,237.70,24.0,23.89567,training,5680
v_5Z5DAI4Grb0,4173,139.32,30.0,29.85932,training,4160
v_B2HIj_QWaG0,2717,108.79,25.0,24.85523,training,2704
v_D_xht_r3n54,650,21.76,29.9,29.41176,training,640
v_1v5HE_Nm99g,2713,226.18,12.0,11.95508,training,2704
v_oYmE833AO2w,4455,178.33,25.0,24.89766,training,4440
v_2LzWCwYtUzs,1655,55.31,29.9,29.65106,training,1640
v_0ERgbWePjWk,122,4.16,29.3,26.92308,training,112
v_Vq0-j_C-kZc,4986,166.56,29.9,29.87512,training,4976
v_5j6j4NJkUXA,2032,67.92,29.9,29.68198,training,2016
v_dcmfRooP6dg,5943,237.87,25.0,24.92118,training,5928
v_pPsqB3tY7hk,2962,98.83,30.0,29.86947,training,2952
v_XxyTLG8B-Ns,4320,144.17,30.0,29.85365,training,4304
v_RbbjYXAxaPI,3341,133.86,25.0,24.86180,training,3328
v_insSTTMSC38,5324,177.59,30.0,29.91159,training,5312
v_lS_bztQjpGM,4822,161.03,29.9,29.85779,training,4808
v_N7ppHQNikv8,1980,66.22,29.9,29.71912,training,1968
v_HYYQ56oZSDM,5354,214.25,25.0,24.94282,training,5344
v_gRqvh21b8Hw,4682,156.34,29.9,29.88359,training,4672
v_JAZu9CWEVbQ,5999,200.25,30.0,29.88265,training,5984
v_mZxvYV53uf0,6761,225.49,30.0,29.94368,training,6752
v_33SI8z8PovA,3409,227.51,15.0,14.94440,training,3400
v_Y53B2WdEbAg,377,12.70,29.7,28.97638,training,368
v_bXrdB5AASAM,4474,179.10,25.0,24.92462,training,4464
v_N1-TZnH0jy4,449,15.16,29.6,29.02375,training,440
v_OYPyiUC4h68,4072,135.95,30.0,29.83450,training,4056
v_G1aYtrFJqUc,4171,69.75,59.8,59.64158,training,4160
v_p8uTRV3u3JM,2381,79.83,29.8,29.66303,training,2368
v_8nj8tlvLyUo,4576,190.80,24.0,23.89937,training,4560
v_uUzmPV8Vgqg,3478,116.03,30.0,29.85435,training,3464
v_G5gvb71BB5I,4993,211.44,23.6,23.57170,training,4984
v_NURIoQoKk1E,4802,192.17,25.0,24.93625,training,4792
v_SHfFrzy_fKM,2346,78.32,30.0,29.82635,training,2336
v_IuY073Pr4E4,1272,42.54,29.9,29.52515,training,1256
v_y4Y8gD1mpTw,4701,156.94,30.0,29.87129,training,4688
v_9fnmcyUz5jg,2252,75.23,29.9,29.77536,training,2240
v_uINj6L2EEUs,5011,200.53,25.0,24.93393,training,5000
v_0UR4hXxt68E,4986,207.84,24.0,23.94149,training,4976
v_QhDPo3amF6o,2731,113.99,24.0,23.86174,training,2720
v_8kGiDHAnTqY,4175,174.06,24.0,23.89980,training,4160
v_JhoGvKrhs8s,2891,96.74,29.9,29.77052,training,2880
v_DYahQgHG1Gk,3378,112.80,29.9,29.85816,training,3368
v_MBouLt-hXDU,5851,234.17,25.0,24.93915,training,5840
v_qfCqVXhNPE8,6542,218.38,30.0,29.89285,training,6528
v_PeMJjLrDjhQ,4743,189.87,25.0,24.90125,training,4728
v_IkjulgI7gzg,3576,143.18,25.0,24.86381,training,3560
v_8fLHaW3YvJY,6410,213.81,30.0,29.93312,training,6400
v_i5kuZ8zlhMg,6083,203.06,30.0,29.90249,training,6072
v_RRFC2NrZSf4,1583,52.85,30.0,29.66887,training,1568
v_djQnCU5MNJg,248,8.36,29.7,27.75120,training,232
v_wr_1p7obP-g,5464,218.66,25.0,24.91539,training,5448
v_P49Ci0Ph8eU,1635,54.64,29.9,29.72182,training,1624
v_EhxFw5Eb1VE,1674,67.11,24.9,24.79511,training,1664
v_UpnFBPGFgnw,3054,122.25,25.0,24.86708,training,3040
v_BB2vrBWgXkU,5893,196.72,30.0,29.89020,training,5880
v_Zev1KxIua7o,4211,168.58,25.0,24.91399,training,4200
v_4j7_nh61bvo,3329,111.22,29.9,29.85075,training,3320
v_dB4SbhaQQV8,671,22.57,29.7,29.06513,training,656
v__CYdiU1sMwc,718,24.06,29.8,29.26018,training,704
v_jmPV_y8YntQ,4021,160.98,25.0,24.89750,training,4008
v_vSAHWgFjQAY,4737,157.99,30.0,29.92594,training,4728
v_vr0Wi359kWM,4142,172.69,24.0,23.90411,training,4128
v_YnvefOl6a7k,4355,145.40,30.0,29.87620,training,4344
v_krUhklOpyQU,2217,74.07,29.9,29.80964,training,2208
v_M_OPqcaCDYI,4759,190.45,25.0,24.90943,training,4744
v_TsPh4-BsCYk,4030,161.33,25.0,24.89308,training,4016
v_c-aDlEaZmFk,1763,58.91,29.9,29.74028,training,1752
v_xVQkf_TrX7U,4182,139.62,30.0,29.85246,training,4168
v_qK2iRSxxRQU,7084,236.57,29.9,29.89390,training,7072
v_8YTuNZ-mIaY,6751,225.35,30.0,29.89128,training,6736
v_5-ydqbn30kA,394,30.49,12.9,12.59429,training,384
v_XkOO6lc5vxw,1686,70.43,23.9,23.73988,training,1672
v_QvBG_Da97h8,1740,58.14,29.9,29.72136,training,1728
v_Tv3v-UpBJ2Y,3572,238.26,15.0,14.94166,training,3560
v_5Ra6milBrOM,7039,234.96,30.0,29.89445,training,7024
v_RWjCwIOuzrc,5182,207.42,25.0,24.91563,training,5168
v_6uNhwOSZXco,4841,161.50,30.0,29.91950,training,4832
v_fO2fWjYEhMc,782,26.22,29.8,29.29062,training,768
v_XxbuqeqOGaM,2160,86.50,25.0,24.78613,training,2144
v_M1hPI8WvySo,6697,223.33,30.0,29.94672,training,6688
v_DCCD1fufXfY,1561,52.13,29.9,29.77172,training,1552
v_Z9gstJONME4,1055,35.30,29.9,29.46176,training,1040
v_AG2g8djPKV0,1328,44.44,29.9,29.52295,training,1312
v_DyVqsDJYXdM,5302,212.18,25.0,24.92224,training,5288
v_61sN9tqZHwk,2041,81.76,25.0,24.85323,training,2032
v_erXZ0pZEtGE,1524,61.07,25.0,24.75847,training,1512
v_E4ItlgO16LI,2136,85.54,25.0,24.78373,training,2120
v_DozJpP2cClI,3554,118.68,29.9,29.86181,training,3544
v_E33xUgVqEH0,971,32.48,29.9,29.55665,training,960
v_DbF6oI705UA,2161,90.28,23.9,23.83695,training,2152
v_ICzctKJ6nqc,6269,209.35,29.9,29.88297,training,6256
v_DAd-joUpMIk,2406,100.45,24.0,23.81284,training,2392
v_RIaNmXzBQnE,5055,168.62,30.0,29.88969,training,5040
v_aQHGZzqZLxs,3606,120.37,30.0,29.84132,training,3592
v_SIj-ti_70HQ,545,18.32,29.7,29.25764,training,536
v_b7_ok8iTlT8,5007,167.18,29.9,29.86003,training,4992
v_ykcLgz3DlYg,3990,133.17,30.0,29.85657,training,3976
v_2Ua6E2a6kT4,1332,44.68,29.8,29.54342,training,1320
v_apPeChgjzs4,772,25.89,29.8,29.35496,training,760
v_awag66wjX4k,4829,161.22,30.0,29.87222,training,4816
v_Lbdp-HCjWw8,2192,73.17,30.0,29.73896,training,2176
v_yEFS8M4pgMU,4844,161.73,30.0,29.87696,training,4832
v_1JEQbXJC85w,6713,223.86,30.0,29.94729,training,6704
v_9ddD5Ob93J0,3366,112.46,29.9,29.80615,training,3352
v_r96PJ548pn8,4284,143.04,29.9,29.86577,training,4272
v_D9EQ6jCH0_M,6304,210.44,30.0,29.88025,training,6288
v__mupI51ie9A,2069,69.15,29.9,29.73247,training,2056
v_hCFCYe_Jp-k,2967,99.06,30.0,29.80012,training,2952
v_F1-PnXa9SwQ,989,33.07,29.9,29.51315,training,976
v_uRBE-ANigvs,2459,98.50,25.0,24.85279,training,2448
v_nGOEmEDesPI,5000,208.63,24.0,23.88918,training,4984
v_q53Ajkll_kw,2493,208.10,12.0,11.91735,training,2480
v_WnLYDJ8Jwv8,4022,134.33,29.9,29.83697,training,4008
v_mDqiAEB4Ads,5580,186.32,29.9,29.88407,training,5568
v_61iCOJ3Meus,212,7.15,29.7,27.97203,training,200
v_OJJMEEsOdPQ,364,12.38,29.4,28.43296,training,352
v_mi_zRluISrE,4945,164.93,30.0,29.92785,training,4936
v_-2dxp-mv2zo,3787,126.46,29.9,29.85924,training,3776
v_9ntzCNcFTKM,2774,92.56,30.0,29.81850,training,2760
v_qX7UMKN6ygM,2625,87.63,30.0,29.85279,training,2616
v_F4eF_nO2UFs,12883,215.02,59.9,59.86420,training,12872
v_sWEbq5Ry63Q,7016,234.20,30.0,29.88898,training,7000
v_ZOczr9WCVig,6775,226.19,30.0,29.88638,training,6760
v_Gg8Ha8OPtZ0,639,21.43,29.8,29.11806,training,624
v_6EKVtCJ2nrs,1549,62.09,24.9,24.73828,training,1536
v_ZJCbT3300OA,7480,124.88,59.9,59.76938,training,7464
v_NbdAUGbrWrE,2222,130.82,17.0,16.87815,training,2208
v_rhDxMg72ofo,6440,214.79,30.0,29.90828,training,6424
v_sN1MPx9hb1I,1101,36.83,29.9,29.54113,training,1088
v_79gvzh0wn0Q,2265,90.77,25.0,24.85403,training,2256
v_18QVPZgjy8w,3968,132.38,30.0,29.85345,training,3952
v_kTStFRAp99E,73,10.75,6.8,5.95349,training,64
v_r3dM-5cZ7e8,1679,67.27,25.0,24.73614,training,1664
v_v1Iv-ySc2LM,776,39.41,19.7,19.28445,training,760
v_vlwOSDuiKQA,6049,201.97,29.9,29.90543,training,6040
v_PMDpnLURLp8,2733,91.30,29.9,29.79189,training,2720
v_ODx-nocNBos,5230,174.43,30.0,29.90311,training,5216
v_MXN34b2OUjQ,739,24.85,29.7,29.29577,training,728
v_RX8YG2zlyUo,2558,85.47,29.9,29.76483,training,2544
v_H5Z__A99EG4,1772,118.49,15.0,14.85357,training,1760
v_n0Th8ZqMeGk,6439,214.90,30.0,29.89297,training,6424
v_lIXHKxbq59c,2144,71.63,29.9,29.70822,training,2128
v_xwSeXFkTNlE,4051,162.15,25.0,24.91520,training,4040
v_UojTppgtyCE,4109,171.53,24.0,23.87920,training,4096
v_Ck0IhZZI5CA,2417,80.67,30.0,29.85001,training,2408
v_cYLIJC6QjQA,5914,236.73,25.0,24.93980,training,5904
v_ACki-MP9qdQ,2432,81.32,29.9,29.70979,training,2416
v_F6FyJl5OQ0A,5481,182.94,30.0,29.91145,training,5472
v_Paus1tL8KjE,11931,199.13,59.9,59.86039,training,11920
v_LoA7h0bZmDI,4710,188.50,25.0,24.91247,training,4696
v_OtcRXishIxw,2519,84.10,30.0,29.77408,training,2504
v_Mkljhl3D9-Q,3699,148.10,25.0,24.90209,training,3688
v_KHOTebb8UC8,4437,148.14,30.0,29.86364,training,4424
v_yrCBN0tYjPE,1560,52.15,29.9,29.60690,training,1544
v_fVzpG-QQ1n8,5395,179.93,30.0,29.92275,training,5384
v_4o4Vh49v-q4,2678,89.35,30.0,29.81533,training,2664
v_xZOzVaTezm8,2426,80.97,30.0,29.83821,training,2416
v_dZMMhVx7yY4,4912,164.03,29.9,29.84820,training,4896
v_rZmNsUX-7SU,484,16.42,29.5,28.74543,training,472
v_c1T9LbXOVUs,3121,105.07,29.7,29.61835,training,3112
v_KPv8ZGrb78Y,5018,200.83,25.0,24.93651,training,5008
v_QBy64z68s0w,2912,97.10,30.0,29.82492,training,2896
v_pD-zyfLtC6w,2789,93.07,30.0,29.82701,training,2776
v_vr7iD3pjmSU,2375,79.37,29.9,29.73416,training,2360
v_AFnEr0_wStU,4499,180.05,25.0,24.92641,training,4488
v_VbhCWRXsEHQ,4414,184.25,24.0,23.88060,training,4400
v_90LkAH4tZC4,1770,161.45,11.0,10.90121,training,1760
v_bRVazNYfpGE,2833,94.67,29.9,29.82994,training,2824
v_cC1nvRqyXWs,189,6.43,29.4,27.37170,training,176
v_ILARi15rMWI,1330,55.54,23.9,23.76665,training,1320
v_n9xULD7oYXc,1044,52.36,19.9,19.70970,training,1032
v_pleP5-tuJ_Q,4274,142.55,30.0,29.91231,training,4264
v_SHZ9fsusMGc,1604,53.62,29.9,29.69041,training,1592
v_yaWwad6WXVY,5769,192.47,30.0,29.92674,training,5760
v_R_HDifqMHSY,4844,161.75,29.9,29.87326,training,4832
v_YZacstLO0XA,3252,130.17,25.0,24.89053,training,3240
v_xYW64moSLKg,3599,151.81,23.7,23.60846,training,3584
v_gf3JIm2C59g,3098,103.49,29.9,29.83863,training,3088
v_xXGc5_0_2QI,1262,42.19,29.9,29.58047,training,1248
v_on2DKKcvWhE,6407,213.72,30.0,29.90829,training,6392
v_U_qCCwgS0OM,4804,160.43,29.9,29.86973,training,4792
v_UEtVbSLGhfY,249,8.43,29.5,28.46975,training,240
v_a_sm5Hv7HNw,3573,149.12,24.0,23.87339,training,3560
v_Ox16PeB954Q,1114,44.65,24.9,24.72564,training,1104
v_tnavaGow7BI,138,5.90,23.4,21.69492,training,128
v_qfb0Qe7s9oo,4646,155.11,30.0,29.86268,training,4632
v_2Mj26IwwEiY,6322,211.07,30.0,29.90477,training,6312
v_FMlWHXByLL0,2078,69.43,29.9,29.72778,training,2064
v_Tz5eN8gV6F4,4887,163.19,29.9,29.85477,training,4872
v_lwo7fssfLiw,2010,67.15,29.9,29.78407,training,2000
v_J8WxSDLZwu0,694,41.01,16.9,16.58132,training,680
v_ZjbBmS8Q8kM,4049,135.26,29.9,29.86840,training,4040
v_c5Io6wg8D60,1029,34.48,29.8,29.46636,training,1016
v_aQQr1ad0v1I,5661,188.99,30.0,29.88518,training,5648
v_X74SOIQRD4M,241,16.21,14.9,14.31215,training,232
v_vZzl0RbIQPM,4459,178.52,25.0,24.91598,training,4448
v_iXLXRHHFp60,5169,172.46,30.0,29.91998,training,5160
v_0z7qHOca3D4,3458,115.50,29.9,29.85281,training,3448
v_7hEUl8lziZs,689,23.06,29.9,29.48829,training,680
v_5Owjrx-YjjM,2182,72.89,29.9,29.74345,training,2168
v_CQweu0ZYNHU,2409,96.46,25.0,24.88078,training,2400
v_kC8DS6b76yI,656,65.85,10.0,9.71906,training,640
v_cJYtpnf5aOM,2708,90.35,30.0,29.83951,training,2696
v_MZQmJZ_31O0,5364,223.78,24.0,23.91635,training,5352
v_XB139ATiXuk,6210,207.33,30.0,29.90402,training,6200
v_liI1E_ZZV5w,314,12.65,24.8,24.03162,training,304
v_EjaS2rW81S4,4140,172.62,24.0,23.91380,training,4128
v_E2sbaDQabkA,4958,165.54,30.0,29.86589,training,4944
v_U0p4tW1LoPg,1794,60.07,29.9,29.69868,training,1784
v_wNvLv7PtvQg,562,18.95,29.7,29.12929,training,552
v_d3Rx-nw5Zlw,6016,200.64,30.0,29.90431,training,6000
v_pVkwQOp1xZo,1364,45.63,29.9,29.62963,training,1352
v_jwOZsKS25oc,1680,56.19,29.9,29.61381,training,1664
v_5olJd75WWFw,2136,71.36,29.9,29.70852,training,2120
v_oOnKQgQZOZ0,926,31.23,29.7,29.20269,training,912
